L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
L, 0.2, 0
R, 0.2, 0
F, 0.2, 0
R, 0.2, 0
L, 0.2, 0
F, 0.3, 0
R, 0.3, 0
R, 0.3, 0
L, 0.3, 0
L, 0.3, 0
F, 0.5, 0
